DLC01WithAmmoInfiltrator [LVLI:0800A67B],AAAFyTyWithAmmoDLC01InfiltratorMed [LVLI:1200191D]
WithAmmoAssaultRifleSupermutant [LVLI:0602F6FB],AAAFyTyWithAmmoAssaultRifleMed [LVLI:12001563]
WithAmmoAssaultRifleTalon [LVLI:06044472],AAAFyTyWithAmmoAssaultRifleMed [LVLI:12001563]
WithAmmoChineseAssaultRifleBoS [LVLI:1001CC61],AAAFyTyWithAmmoChineseAssaultRifleMed [LVLI:120016A1]
WithAmmoChineseAssaultRifleChineseSoldier [LVLI:060AC3CB],AAAFyTyWithAmmoChineseAssaultRifleLow [LVLI:12001696]
WithAmmoChineseAssaultRifleLoot [LVLI:060302A2],AAAFyTyWithAmmoChineseAssaultRifleLow [LVLI:12001696]
WithAmmoChineseAssaultRifleNPC [LVLI:0602936B],AAAFyTyWithAmmoChineseAssaultRifleMed [LVLI:120016A1]
WithAmmoChineseAssaultRifleOutcast [LVLI:0602FACB],AAAFyTyWithAmmoChineseAssaultRifleMed [LVLI:120016A1]
WithAmmoChineseAssaultRifleRaider [LVLI:0602F6ED],AAAFyTyWithAmmoChineseAssaultRifleLow [LVLI:12001696]
WithAmmoChineseAssaultRifleSupermutant [LVLI:0602F6FA],AAAFyTyWithAmmoChineseAssaultRifleMed [LVLI:120016A1]
WithAmmoChineseAssaultRifleTalon [LVLI:06044473],AAAFyTyWithAmmoChineseAssaultRifleMed [LVLI:120016A1]
WithAmmoChinesePistolChineseSoldier [LVLI:060AC3CC],AAAFyTyWithAmmoChinesePistolLow [LVLI:12001681]
WithAmmoChinesePistolLoot [LVLI:060302A3],AAAFyTyWithAmmoChinesePistolLow [LVLI:12001681]
WithAmmoChinesePistolNPC [LVLI:0602936C],AAAFyTyWithAmmoChinesePistolMed [LVLI:12001688]
WithAmmoChinesePistolRaider [LVLI:0602F6EE],AAAFyTyWithAmmoChinesePistolLow [LVLI:12001681]
WithAmmoChinesePistolTalon [LVLI:1001CBF9],AAAFyTyWithAmmoChinesePistolMed [LVLI:12001688]
WithAmmoDartGunNPC [LVLI:06029370],AAAFyTyWithAmmoDartGunMed [LVLI:12001606]
WithAmmoDoubleBarrelShotgunRegulator [LVLI:1000083C],AAAFyTyWithAmmoDLC04ShotgunMed [LVLI:12001A03]
WithAmmoFatmanLoot [LVLI:100082AA],AAAFyTyWithAmmoFatmanLow [LVLI:12000EB3]
WithAmmoFatmanSupermutant [LVLI:10008FCA],AAAFyTyWithAmmoFatmanLow [LVLI:12000EB3]
WithAmmoFlamerBoS [LVLI:000182AA],AAAFyTyWithAmmoFlamerMed [LVLI:12000EA9]
WithAmmoFlamerEnclave [LVLI:0002F71D],AAAFyTyWithAmmoFlamerMed [LVLI:12000EA9]
WithAmmoFlamerLoot [LVLI:00037864],AAAFyTyWithAmmoFlamerLow [LVLI:12000EA4]
WithAmmoFlamerNPC [LVLI:00029373],AAAFyTyWithAmmoFlamerMed [LVLI:12000EA9]
WithAmmoFlamerOutcast [LVLI:0602FABE],AAAFyTyWithAmmoFlamerMed [LVLI:12000EA9]
WithAmmoFlamerRaider [LVLI:0002F6EF],AAAFyTyWithAmmoFlamerLow [LVLI:12000EA4]
WithAmmoFlamerSupermutant [LVLI:1001CC63],AAAFyTyWithAmmoFlamerMed [LVLI:12000EA9]
WithAmmoFlamerTalon [LVLI:06044474],AAAFyTyWithAmmoFlamerMed [LVLI:12000EA9]
WithAmmoGatlingLaserBoS [LVLI:1001CA5B],AAAFyTyWithAmmoGatlingLaserMed [LVLI:12000E96]
WithAmmoGatlingLaserEnclave [LVLI:0002F707],AAAFyTyWithAmmoGatlingLaserMed [LVLI:12000E96]
WithAmmoGatlingLaserLoot [LVLI:000302A5],AAAFyTyWithAmmoGatlingLaserLow [LVLI:12000E8F]
WithAmmoGatlingLaserLootSpecial [LVLI:0400DBE6],AAAFyTyWithAmmoDLC03UniqueGatlingLaserHigh [LVLI:12001974]
WithAmmoGatlingLaserNPC [LVLI:00029375],AAAFyTyWithAmmoGatlingLaserMed [LVLI:12000E96]
WithAmmoGatlingLaserOutcast [LVLI:0602FAC0],AAAFyTyWithAmmoGatlingLaserMed [LVLI:12000E96]
WithAmmoGatlingLaserSupermutant [LVLI:1001CC55],AAAFyTyWithAmmoGatlingLaserMed [LVLI:12000E96]
WithAmmoGaussRifleBoS [LVLI:10009176],AAAFyTyWithAmmoNVGaussRifleMed [LVLI:120008D8]
WithAmmoGaussRifleEnclave [LVLI:1001CBE8],AAAFyTyWithAmmoNVGaussRifleMed [LVLI:120008D8]
WithAmmoGaussRifleLoot [LVLI:0015C63F],AAAFyTyWithAmmoNVGaussRifleLow [LVLI:120008D1]
WithAmmoGunAutomaticNPC [LVLI:0009D414],AAAFyTyComboWithAmmoGunAutomatic [LVLI:12002B65]
WithAmmoGunAutomaticOutcast [LVLI:0609D415],AAAFyTyComboWithAmmoGunAutomatic [LVLI:12002B65]
WithAmmoHuntingRifleLoot [LVLI:000302A6],AAAFyTyWithAmmoHuntingRifleLow [LVLI:12000E7A]
WithAmmoHuntingRifleLootDC [LVLI:060302A6],AAAFyTyWithAmmoHuntingRifleDCLow [LVLI:120015CA]
WithAmmoHuntingRifleNPC [LVLI:00029376],AAAFyTyWithAmmoHuntingRifleMed [LVLI:12000E81]
WithAmmoHuntingRifleNPCDC [LVLI:06029376],AAAFyTyWithAmmoHuntingRifleDCMed [LVLI:120015D0]
WithAmmoHuntingRifleRaider [LVLI:0002F6F0],AAAFyTyWithAmmoHuntingRifleLow [LVLI:12000E7A]
WithAmmoHuntingRifleRaiderDC [LVLI:0602F6F0],AAAFyTyWithAmmoHuntingRifleLow [LVLI:12000E7A]
WithAmmoHuntingRifleRegulator [LVLI:1000AC57],AAAFyTyWithAmmoHuntingRifleMed [LVLI:12000E81]
WithAmmoHuntingRifleSupermutant [LVLI:000A01EC],AAAFyTyWithAmmoHuntingRifleMed [LVLI:12000E81]
WithAmmoHuntingRifleSupermutantDC [LVLI:060A01EC],AAAFyTyWithAmmoHuntingRifleMed [LVLI:12000E81]
WithAmmoHuntingRifleTalon [LVLI:06044475],AAAFyTyWithAmmoHuntingRifleMed [LVLI:12000E81]
WithAmmoLaserPistolBoS [LVLI:00000AA3],AAAFyTyWithAmmoLaserPistolMed [LVLI:12000E6C]
WithAmmoLaserPistolEnclave [LVLI:0007D41D],AAAFyTyWithAmmoLaserPistolMed [LVLI:12000E6C]
WithAmmoLaserPistolEnclave0 [LVLI:000ABED7],AAAFyTyWithAmmoLaserPistolMed [LVLI:12000E6C]
WithAmmoLaserPistolLoot [LVLI:000302A9],AAAFyTyWithAmmoLaserPistolLow [LVLI:12000E65]
WithAmmoLaserPistolNPC [LVLI:00029378],AAAFyTyWithAmmoLaserPistolMed [LVLI:12000E6C]
WithAmmoLaserPistolOutcast [LVLI:0602FAC7],AAAFyTyWithAmmoLaserPistolMed [LVLI:12000E6C]
WithAmmoLaserPistolTalon [LVLI:06044476],AAAFyTyWithAmmoLaserPistolMed [LVLI:12000E6C]
WithAmmoLaserRifleBoS [LVLI:00000AA4],AAAFyTyWithAmmoLaserPistolMed [LVLI:12000E6C]
WithAmmoLaserRifleEnclave0 [LVLI:1001CBE1],AAAFyTyWithAmmoLaserRifleMed [LVLI:12000E57]
WithAmmoLaserRifleEnclave1 [LVLI:0002F704],AAAFyTyWithAmmoLaserRifleMed [LVLI:12000E57]
WithAmmoLaserRifleEnclave2 [LVLI:000A84E4],AAAFyTyWithAmmoLaserRifleMed [LVLI:12000E57]
WithAmmoLaserRifleLoot [LVLI:000302AB],AAAFyTyWithAmmoLaserRifleLow [LVLI:12000E50]
WithAmmoLaserRifleNPC [LVLI:00029379],AAAFyTyWithAmmoLaserRifleMed [LVLI:12000E57]
WithAmmoLaserRifleOutcast [LVLI:0602FAC8],AAAFyTyWithAmmoLaserRifleMed [LVLI:12000E57]
WithAmmoLaserRifleSupermutant [LVLI:1001CC5D],AAAFyTyWithAmmoLaserRifleMed [LVLI:12000E57]
WithAmmoLaserRifleTalon [LVLI:06044477],AAAFyTyWithAmmoLaserRifleMed [LVLI:12000E57]
WithAmmoLeverActionRifleRegulator [LVLI:1000083B],AAAFyTyWithAmmoDLC04RifleMed [LVLI:120019E8]
WithAmmoLeverActionShotgunLoot [LVLI:00119048],AAAFyTyWithAmmoNVLeverActionShotgunLow [LVLI:12000D1E]
WithAmmoLeverActionShotgunNPC [LVLI:00119049],AAAFyTyWithAmmoNVLeverActionShotgunMed [LVLI:12000D27]
WithAmmoLeverActionShotgunRaider [LVLI:0011904A],AAAFyTyWithAmmoNVLeverActionShotgunLow [LVLI:12000D1E]
WithAmmoLeverActionShotgunRegulator [LVLI:1000AC58],AAAFyTyWithAmmoNVLeverActionShotgunMed [LVLI:12000D27]
WithAmmoMiniGunBoS [LVLI:1001CA5A],AAAFyTyWithAmmoMinigunMed [LVLI:12000E40]
WithAmmoMiniGunChupacabraNightkin [LVLI:000CEDFB],AAAFyTyWithAmmoMinigunMed [LVLI:12000E40]
WithAmmoMiniGunEnclave [LVLI:0002F706],AAAFyTyWithAmmoMinigunMed [LVLI:12000E40]
WithAmmoMiniGunLoot [LVLI:000302AC],AAAFyTyWithAmmoMinigunLow [LVLI:12000E38]
WithAmmoMiniGunLootSpecial [LVLI:0400DBE2],AAAFyTyWithAmmoNVMinigunUniqueMed [LVLI:12000873]
WithAmmoMiniGunNPC [LVLI:0002937A],AAAFyTyWithAmmoMinigunMed [LVLI:12000E40]
WithAmmoMiniGunOutcast [LVLI:0602FAC6],AAAFyTyWithAmmoMinigunMed [LVLI:12000E40]
WithAmmoMiniGunSupermutant [LVLI:0002F6FC],AAAFyTyWithAmmoMinigunMed [LVLI:12000E40]
WithAmmoMissileLauncher10 [LVLI:000E53AE],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoMissileLauncherBoomer [LVLI:000FFCAE],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoMissileLauncherBoomerLowChance [LVLI:001095B8],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoMissileLauncherBoS [LVLI:000182AB],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoMissileLauncherChineseGhoul [LVLI:000B301C],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoMissileLauncherEnclave [LVLI:0002F71C],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoMissileLauncherLoot [LVLI:000302AE],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoMissileLauncherNPC [LVLI:000295F9],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoMissileLauncherOutcast [LVLI:0602FABF],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoMissileLauncherRaider [LVLI:0002F6F1],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoMissileLauncherSupermutant [LVLI:0002F6FD],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoMissileLauncherTalon [LVLI:06044478],AAAFyTyWithAmmoMissileLauncherLow [LVLI:12000E26]
WithAmmoNV127mmPistolLoot [LVLI:00096C88],AAAFyTyWithAmmoNV127mmPistolLow [LVLI:12000D0C]
WithAmmoNV127mmPistolNPC [LVLI:10009197],AAAFyTyWithAmmoNV127mmPistolMed [LVLI:12000D12]
WithAmmoNV127mmPistolRegulator [LVLI:1000AC55],AAAFyTyWithAmmoNV127mmPistolMed [LVLI:12000D12]
WithAmmoNV127mmSubmachineGunLoot [LVLI:00096C92],AAAFyTyWithAmmoNV127mmSubmachineGunLow [LVLI:12000922]
WithAmmoNV127mmSubmachineGunLootSpecial [LVLI:0400DBD1],AAAFyTyWithAmmoNVDLC05NV127mmSubmachineGunCustomLow [LVLI:12001201]
WithAmmoNV127mmSubmachineGunNPC [LVLI:100091E3],AAAFyTyWithAmmoNV127mmSubmachineGunMed [LVLI:12000928]
WithAmmoNV127mmSubmachineGunRaider [LVLI:1000925B],AAAFyTyWithAmmoNV127mmSubmachineGunLow [LVLI:12000922]
WithAmmoNV357RevolveRegulator [LVLI:1000AC59],AAAFyTyWithAmmoNV357RevolverMed [LVLI:12000CD7]
WithAmmoNV357RevolverLoot [LVLI:00096C47],AAAFyTyWithAmmoNV357RevolverLow [LVLI:12000CD0]
WithAmmoNV357RevolverNPC [LVLI:10009192],AAAFyTyWithAmmoNV357RevolverMed [LVLI:12000CD7]
WithAmmoNV357RevolverUniqueLoot [LVLI:0017B5B1],AAAFyTyWithAmmoNV357RevolverUniqueLow [LVLI:12000B4D]
WithAmmoNV44MagnumLoot [LVLI:00096C44],AAAFyTyWithAmmoNV44RevolverLow [LVLI:12000CE5]
WithAmmoNV44MagnumNPC [LVLI:0013E476],AAAFyTyWithAmmoNV44RevolverMed [LVLI:12000CEC]
WithAmmoNV44MagnumRaider [LVLI:10007AB5],AAAFyTyWithAmmoNV44RevolverLow [LVLI:12000CE5]
WithAmmoNV44MagnumRegulator [LVLI:1000AC54],AAAFyTyWithAmmoNV44RevolverMed [LVLI:12000CEC]
WithAmmoNV9mmPistolLoot [LVLI:000E3983],AAAFyTyWithAmmoNV9mmPistolLow [LVLI:12000B23]
WithAmmoNV9mmPistolNPC [LVLI:000FA879],AAAFyTyWithAmmoNV9mmPistolMed [LVLI:12000B2A]
WithAmmoNV9mmPistolRaiderDC [LVLI:10007C45],AAAFyTyWithAmmoNV9mmPistolLow [LVLI:12000B23]
WithAmmoNV9mmPistolTalonDC [LVLI:1000806E],AAAFyTyWithAmmoNV9mmPistolMed [LVLI:12000B2A]
WithAmmoNV9mmSubmachineGunLoot [LVLI:00096C43],AAAFyTyWithAmmoNV9mmSubmachineGunLow [LVLI:12000CBB]
WithAmmoNV9mmSubmachineGunNPC [LVLI:0013E2A8],AAAFyTyWithAmmoNV9mmSubmachineGunMed [LVLI:12000CC2]
WithAmmoNV9mmSubmachineGunRaiderDC [LVLI:10007C4F],AAAFyTyWithAmmoNV9mmSubmachineGunLow [LVLI:12000CBB]
WithAmmoNVAntiMaterielLoot [LVLI:00096C95],AAAFyTyWithAmmoNVAntiMaterielRifleLow [LVLI:12000C7C]
WithAmmoNVAntiMaterielLootSpecial [LVLI:0400DBD8],AAAFyTyWithAmmoNVDLC05NVAntiMaterielRifleCustomLow [LVLI:120011E9]
WithAmmoNVAntiMaterielLootSpecial2 [LVLI:0400DBEB],AAAFyTyWithAmmoNVDLC05NVAntiMaterielRifleCustomLow [LVLI:120011E9]
WithAmmoNVAntiMaterielNPC [LVLI:100091A6],AAAFyTyWithAmmoNVAntiMaterielRifleMed [LVLI:12000C84]
WithAmmoNVAntiMaterielTalon [LVLI:1001CC03],AAAFyTyWithAmmoNVAntiMaterielRifleMed [LVLI:12000C84]
WithAmmoNVAssaultCarbineLoot [LVLI:001267A0],AAAFyTyWithAmmoNVAssaultCarbineLow [LVLI:12000C64]
WithAmmoNVAssaultCarbineNPC [LVLI:1000919A],AAAFyTyWithAmmoNVAssaultCarbineMed [LVLI:12000C6C]
WithAmmoNVAssaultCarbineSupermutant [LVLI:1001CC52],AAAFyTyWithAmmoNVAssaultCarbineMed [LVLI:12000C6C]
WithAmmoNVBrushGunLoot [LVLI:00140D4A],AAAFyTyWithAmmoNVBrushGunLow [LVLI:120009BB]
WithAmmoNVBrushGunLootSpecial [LVLI:0400DBD9],AAAFyTyWithAmmoNVDLC05NVBrushGunUniqueLow [LVLI:12001273]
WithAmmoNVBrushGunNPC [LVLI:10009199],AAAFyTyWithAmmoNVBrushGunMed [LVLI:120009C1]
WithAmmoNVCaravanShotgunLoot [LVLI:00096C91],AAAFyTyWithAmmoNVCaravanShotgunLow [LVLI:12000B9B]
WithAmmoNVCaravanShotgunNPC [LVLI:1000917A],AAAFyTyWithAmmoNVCaravanShotgunMed [LVLI:12000BA4]
WithAmmoNVCaravanShotgunRegulator [LVLI:1000AC52],AAAFyTyWithAmmoNVCaravanShotgunMed [LVLI:12000BA4]
WithAmmoNVCowboyRepeaterLoot [LVLI:00096C90],AAAFyTyWithAmmoNVCowboyRepeaterLow [LVLI:12000C94]
WithAmmoNVCowboyRepeaterNPC [LVLI:1000917C],AAAFyTyWithAmmoNVCowboyRepeaterMed [LVLI:12000C9B]
