DLC01WithAmmoInfiltrator [LVLI:0800A67B]
NVDLC05WithAmmoBattleRifleLoot [LVLI:10009141]
NVDLC05WithAmmoBattleRifleNPC [LVLI:100091B4]
NVDLC05WithAmmoNV556PistolLoot [LVLI:10009143]
NVDLC05WithAmmoNV556PistolNPC [LVLI:100091B7]
VWithAmmoShotgunSawedOffLoot [LVLI:000CD24E]
WithAmmo10mmPistolBoS [LVLI:1001CA42]
WithAmmo10mmPistolLoot [LVLI:0003029A]
WithAmmo10mmPistolNPC [LVLI:0002935D]
WithAmmo10mmPistolOutcast [LVLI:1001CA72]
WithAmmo10mmPistolRaider [LVLI:0002F6E9]
WithAmmo10mmPistolSilencedDC [LVLI:10118578]
WithAmmo10mmPistolSilencedLoot [LVLI:0603029B]
WithAmmo10mmPistolSilencedNPC [LVLI:06029381]
WithAmmo10mmPistolTalon [LVLI:1001CC40]
WithAmmo10mmSubmachineGunBoS [LVLI:1001CC5F]
WithAmmo10mmSubmachineGunLoot [LVLI:0003029C]
WithAmmo10mmSubmachineGunNPC [LVLI:00029362]
WithAmmo10mmSubmachineGunOutcast [LVLI:0602FAC9]
WithAmmo10mmSubmachineGunRaider [LVLI:0002F6EA]
WithAmmo10mmSubmachineGunTalon [LVLI:06044471]
WithAmmo32CaliberPistolLoot [LVLI:0603029E]
WithAmmo32CaliberPistolNPC [LVLI:06029363]
WithAmmo32CaliberPistolRaider [LVLI:0602F6EB]
WithAmmo32CaliberPistolRegulator [LVLI:1000AC56]
WithAmmo32CaliberPistolTalon [LVLI:1001CBF8]
WithAmmo44MagnumScopedNPC [LVLI:0607574F]
WithAmmoAlienBlaster [LVLI:00029366]
WithAmmoAssaultRifleBoS [LVLI:1001CA3F]
WithAmmoAssaultRifleLoot [LVLI:0603029F]
WithAmmoAssaultRifleNPC [LVLI:06029367]
WithAmmoAssaultRifleOutcast [LVLI:0602FACA]
WithAmmoAssaultRifleRaider [LVLI:0602F6EC]
WithAmmoAssaultRifleSupermutant [LVLI:0602F6FB]
WithAmmoAssaultRifleTalon [LVLI:06044472]
WithAmmoChineseAssaultRifleBoS [LVLI:1001CC61]
WithAmmoChineseAssaultRifleChineseSoldier [LVLI:060AC3CB]
WithAmmoChineseAssaultRifleLoot [LVLI:060302A2]
WithAmmoChineseAssaultRifleNPC [LVLI:0602936B]
WithAmmoChineseAssaultRifleOutcast [LVLI:0602FACB]
WithAmmoChineseAssaultRifleRaider [LVLI:0602F6ED]
WithAmmoChineseAssaultRifleSupermutant [LVLI:0602F6FA]
WithAmmoChineseAssaultRifleTalon [LVLI:06044473]
WithAmmoChinesePistolChineseSoldier [LVLI:060AC3CC]
WithAmmoChinesePistolLoot [LVLI:060302A3]
WithAmmoChinesePistolNPC [LVLI:0602936C]
WithAmmoChinesePistolRaider [LVLI:0602F6EE]
WithAmmoChinesePistolTalon [LVLI:1001CBF9]
WithAmmoDartGunNPC [LVLI:06029370]
WithAmmoDoubleBarrelShotgunRegulator [LVLI:1000083C]
WithAmmoFatmanLoot [LVLI:100082AA]
WithAmmoFatmanSupermutant [LVLI:10008FCA]
WithAmmoFlamerBoS [LVLI:000182AA]
WithAmmoFlamerEnclave [LVLI:0002F71D]
WithAmmoFlamerLoot [LVLI:00037864]
WithAmmoFlamerNPC [LVLI:00029373]
WithAmmoFlamerOutcast [LVLI:0602FABE]
WithAmmoFlamerRaider [LVLI:0002F6EF]
WithAmmoFlamerSupermutant [LVLI:1001CC63]
WithAmmoFlamerTalon [LVLI:06044474]
WithAmmoGatlingLaserBoS [LVLI:1001CA5B]
WithAmmoGatlingLaserEnclave [LVLI:0002F707]
WithAmmoGatlingLaserLoot [LVLI:000302A5]
WithAmmoGatlingLaserLootSpecial [LVLI:0400DBE6]
WithAmmoGatlingLaserNPC [LVLI:00029375]
WithAmmoGatlingLaserOutcast [LVLI:0602FAC0]
WithAmmoGatlingLaserSupermutant [LVLI:1001CC55]
WithAmmoGaussRifleBoS [LVLI:10009176]
WithAmmoGaussRifleEnclave [LVLI:1001CBE8]
WithAmmoGaussRifleLoot [LVLI:0015C63F]
WithAmmoGunAutomaticNPC [LVLI:0009D414]
WithAmmoGunAutomaticOutcast [LVLI:0609D415]
WithAmmoHuntingRifleLoot [LVLI:000302A6]
WithAmmoHuntingRifleLootDC [LVLI:060302A6]
WithAmmoHuntingRifleNPC [LVLI:00029376]
WithAmmoHuntingRifleNPCDC [LVLI:06029376]
WithAmmoHuntingRifleRaider [LVLI:0002F6F0]
WithAmmoHuntingRifleRaiderDC [LVLI:0602F6F0]
WithAmmoHuntingRifleRegulator [LVLI:1000AC57]
WithAmmoHuntingRifleSupermutant [LVLI:000A01EC]
WithAmmoHuntingRifleSupermutantDC [LVLI:060A01EC]
WithAmmoHuntingRifleTalon [LVLI:06044475]
WithAmmoLaserPistolBoS [LVLI:00000AA3]
WithAmmoLaserPistolEnclave [LVLI:0007D41D]
WithAmmoLaserPistolEnclave0 [LVLI:000ABED7]
WithAmmoLaserPistolLoot [LVLI:000302A9]
WithAmmoLaserPistolNPC [LVLI:00029378]
WithAmmoLaserPistolOutcast [LVLI:0602FAC7]
WithAmmoLaserPistolTalon [LVLI:06044476]
WithAmmoLaserRifleBoS [LVLI:00000AA4]
WithAmmoLaserRifleEnclave0 [LVLI:1001CBE1]
WithAmmoLaserRifleEnclave1 [LVLI:0002F704]
WithAmmoLaserRifleEnclave2 [LVLI:000A84E4]
WithAmmoLaserRifleLoot [LVLI:000302AB]
WithAmmoLaserRifleNPC [LVLI:00029379]
WithAmmoLaserRifleOutcast [LVLI:0602FAC8]
WithAmmoLaserRifleSupermutant [LVLI:1001CC5D]
WithAmmoLaserRifleTalon [LVLI:06044477]
WithAmmoLeverActionRifleRegulator [LVLI:1000083B]
WithAmmoLeverActionShotgunLoot [LVLI:00119048]
WithAmmoLeverActionShotgunNPC [LVLI:00119049]
WithAmmoLeverActionShotgunRaider [LVLI:0011904A]
WithAmmoLeverActionShotgunRegulator [LVLI:1000AC58]
WithAmmoMiniGunBoS [LVLI:1001CA5A]
WithAmmoMiniGunChupacabraNightkin [LVLI:000CEDFB]
WithAmmoMiniGunEnclave [LVLI:0002F706]
WithAmmoMiniGunLoot [LVLI:000302AC]
WithAmmoMiniGunLootSpecial [LVLI:0400DBE2]
WithAmmoMiniGunNPC [LVLI:0002937A]
WithAmmoMiniGunOutcast [LVLI:0602FAC6]
WithAmmoMiniGunSupermutant [LVLI:0002F6FC]
WithAmmoMissileLauncher10 [LVLI:000E53AE]
WithAmmoMissileLauncherBoomer [LVLI:000FFCAE]
WithAmmoMissileLauncherBoomerLowChance [LVLI:001095B8]
WithAmmoMissileLauncherBoS [LVLI:000182AB]
WithAmmoMissileLauncherChineseGhoul [LVLI:000B301C]
WithAmmoMissileLauncherEnclave [LVLI:0002F71C]
WithAmmoMissileLauncherLoot [LVLI:000302AE]
WithAmmoMissileLauncherNPC [LVLI:000295F9]
WithAmmoMissileLauncherOutcast [LVLI:0602FABF]
WithAmmoMissileLauncherRaider [LVLI:0002F6F1]
WithAmmoMissileLauncherSupermutant [LVLI:0002F6FD]
WithAmmoMissileLauncherTalon [LVLI:06044478]
WithAmmoNV127mmPistolLoot [LVLI:00096C88]
WithAmmoNV127mmPistolNPC [LVLI:10009197]
WithAmmoNV127mmPistolRegulator [LVLI:1000AC55]
WithAmmoNV127mmSubmachineGunLoot [LVLI:00096C92]
WithAmmoNV127mmSubmachineGunLootSpecial [LVLI:0400DBD1]
WithAmmoNV127mmSubmachineGunNPC [LVLI:100091E3]
WithAmmoNV127mmSubmachineGunRaider [LVLI:1000925B]
WithAmmoNV357RevolveRegulator [LVLI:1000AC59]
WithAmmoNV357RevolverLoot [LVLI:00096C47]
WithAmmoNV357RevolverNPC [LVLI:10009192]
WithAmmoNV357RevolverUniqueLoot [LVLI:0017B5B1]
WithAmmoNV44MagnumLoot [LVLI:00096C44]
WithAmmoNV44MagnumNPC [LVLI:0013E476]
WithAmmoNV44MagnumRaider [LVLI:10007AB5]
WithAmmoNV44MagnumRegulator [LVLI:1000AC54]
WithAmmoNV9mmPistolLoot [LVLI:000E3983]
WithAmmoNV9mmPistolNPC [LVLI:000FA879]
WithAmmoNV9mmPistolRaiderDC [LVLI:10007C45]
WithAmmoNV9mmPistolTalonDC [LVLI:1000806E]
WithAmmoNV9mmSubmachineGunLoot [LVLI:00096C43]
WithAmmoNV9mmSubmachineGunNPC [LVLI:0013E2A8]
WithAmmoNV9mmSubmachineGunRaiderDC [LVLI:10007C4F]
WithAmmoNVAntiMaterielLoot [LVLI:00096C95]
WithAmmoNVAntiMaterielLootSpecial [LVLI:0400DBD8]
WithAmmoNVAntiMaterielLootSpecial2 [LVLI:0400DBEB]
WithAmmoNVAntiMaterielNPC [LVLI:100091A6]
WithAmmoNVAntiMaterielTalon [LVLI:1001CC03]
WithAmmoNVAssaultCarbineLoot [LVLI:001267A0]
WithAmmoNVAssaultCarbineNPC [LVLI:1000919A]
WithAmmoNVAssaultCarbineSupermutant [LVLI:1001CC52]
WithAmmoNVBrushGunLoot [LVLI:00140D4A]
WithAmmoNVBrushGunLootSpecial [LVLI:0400DBD9]
WithAmmoNVBrushGunNPC [LVLI:10009199]
WithAmmoNVCaravanShotgunLoot [LVLI:00096C91]
WithAmmoNVCaravanShotgunNPC [LVLI:1000917A]
WithAmmoNVCaravanShotgunRegulator [LVLI:1000AC52]
WithAmmoNVCowboyRepeaterLoot [LVLI:00096C90]
WithAmmoNVCowboyRepeaterNPC [LVLI:1000917C]
WithAmmoNVCowboyRepeaterRegulator [LVLI:1000AC51]
WithAmmoNVDLC01AutoRifleSuperMutant [LVLI:100091F7]
WithAmmoNVGrenadeLauncherBoomer [LVLI:000FFCAB]
WithAmmoNVGrenadeLauncherLoot [LVLI:00096C8D]
WithAmmoNVGrenadeLauncherNPC [LVLI:000FF5CB]
WithAmmoNVGrenadeMachinegunBoS [LVLI:1001CC00]
WithAmmoNVGrenadeMachinegunEnclave [LVLI:1001C9F9]
WithAmmoNVGrenadeMachinegunLoot [LVLI:00096C8C]
WithAmmoNVGrenadeMachinegunOutcast [LVLI:1001CC01]
WithAmmoNVGrenadeMachinegunRaider [LVLI:10007AA9]
WithAmmoNVGrenadeMachinegunSupermutant [LVLI:1001CC5B]
WithAmmoNVGrenadeMachinegunTalon [LVLI:1001CC07]
WithAmmoNVGrenadeRifleBoomer [LVLI:000FFCAA]
WithAmmoNVGrenadeRifleLoot [LVLI:100082AD]
WithAmmoNVGrenadeRifleNPC [LVLI:000FF5CD]
WithAmmoNVGrenadeRifleRaider [LVLI:10007AAB]
WithAmmoNVHeavyIncineratorBoS [LVLI:1001CA4E]
WithAmmoNVHeavyIncineratorEnclave [LVLI:0900108A]
WithAmmoNVHeavyIncineratorLoot [LVLI:00141155]
WithAmmoNVHeavyIncineratorNPC [LVLI:100091A2]
WithAmmoNVHeavyIncineratorOutcast [LVLI:1001CA5D]
WithAmmoNVHeavyIncineratorRaider [LVLI:10007AB1]
WithAmmoNVHeavyIncineratorSupermutant [LVLI:1001CC59]
WithAmmoNVHeavyIncineratorTalon [LVLI:1001CBF5]
WithAmmoNVHuntingRevolverLoot [LVLI:00096C87]
WithAmmoNVHuntingRevolverNPC [LVLI:100091A4]
WithAmmoNVHuntingShotgunLoot [LVLI:00096C8F]
WithAmmoNVHuntingShotgunNPC [LVLI:001599C1]
WithAmmoNVHuntingShotgunRegulator [LVLI:1000AC4E]
WithAmmoNVHuntingShotgunTalon [LVLI:10007C54]
WithAmmoNVIncineratorBoS [LVLI:1001CA4D]
WithAmmoNVIncineratorEnclave [LVLI:1001CC10]
WithAmmoNVIncineratorLoot [LVLI:00096C86]
WithAmmoNVIncineratorNPC [LVLI:100091A0]
WithAmmoNVIncineratorOutcast [LVLI:1001CA66]
WithAmmoNVIncineratorRaider [LVLI:10007AB0]
WithAmmoNVIncineratorSupermutant [LVLI:1001CC50]
WithAmmoNVIncineratorTalon [LVLI:1001CBF3]
WithAmmoNVLaserRCWBoS [LVLI:1001CA48]
WithAmmoNVLaserRCWEnclave [LVLI:1001CA77]
WithAmmoNVLaserRCWLoot [LVLI:00096C83]
WithAmmoNVLaserRCWNPC [LVLI:10009180]
WithAmmoNVLaserRCWOutcast [LVLI:1001CA6B]
WithAmmoNVLightMachineGunBoS [LVLI:1001CA54]
WithAmmoNVLightMachineGunLoot [LVLI:00141150]
WithAmmoNVLightMachineGunNPC [LVLI:1000919C]
WithAmmoNVLightMachineGunOutcast [LVLI:1001CA61]
WithAmmoNVLightMachineGunSupermutant [LVLI:1001CC57]
WithAmmoNVMarksmanCarbineLoot [LVLI:00130153]
WithAmmoNVMarksmanCarbineLootSpecial [LVLI:0400DBDA]
WithAmmoNVMarksmanCarbineNPC [LVLI:10009195]
WithAmmoNVMultiplasRifleBoS [LVLI:1001CA4A]
WithAmmoNVMultiplasRifleEnclave [LVLI:1001CA78]
WithAmmoNVMultiplasRifleLoot [LVLI:00096C7B]
WithAmmoNVMultiplasRifleNPC [LVLI:1000917E]
WithAmmoNVMultiplasRifleOutcast [LVLI:1001CA6C]
WithAmmoNVMultiplasRifleTalon [LVLI:1001CBFC]
WithAmmoNVPlasmaCasterBoS [LVLI:1001CBCF]
WithAmmoNVPlasmaCasterEnclave [LVLI:1001C9FA]
WithAmmoNVPlasmaCasterLoot [LVLI:00096C7E]
WithAmmoNVPlasmaCasterLootSpecial [LVLI:0400DBE4]
WithAmmoNVPlasmaCasterOutcast [LVLI:1001CBD1]
WithAmmoNVPlasmaCasterSupermutant [LVLI:10007C42]
WithAmmoNVPlasmaDefenderBoS [LVLI:1001CBDB]
WithAmmoNVPlasmaDefenderEnclave [LVLI:1001CBDD]
WithAmmoNVPlasmaDefenderLoot [LVLI:00096C7F]
WithAmmoNVPlasmaDefenderLootSpecial [LVLI:0400DBD4]
WithAmmoNVPlasmaDefenderOutcast [LVLI:1001CBDF]
WithAmmoNVPulseGunLoot [LVLI:00096C4D]
WithAmmoNVRangerSequoiaNPC [LVLI:0013F8BE]
WithAmmoNVRiotShotgunLoot [LVLI:00096C8E]
WithAmmoNVRiotShotgunLootSpecial [LVLI:0400DBD2]
WithAmmoNVRiotShotgunLootSpecial2 [LVLI:0400DBEC]
WithAmmoNVRiotShotgunNPC [LVLI:100091DF]
WithAmmoNVRiotShotgunTalon [LVLI:10007C52]
WithAmmoNVServiceRifleLoot [LVLI:000FD57B]
WithAmmoNVServiceRifleNPC [LVLI:100091A8]
WithAmmoNVSilenced22PistolLoot [LVLI:000F90A9]
WithAmmoNVSilenced22PistolNPC [LVLI:10009182]
WithAmmoNVSilenced22SMGLoot [LVLI:00096C48]
WithAmmoNVSilenced22SMGNPC [LVLI:10009184]
WithAmmoNVSilenced22SMGRaiderDC [LVLI:10007C51]
WithAmmoNVSingleShotgunLoot [LVLI:000F9DCF]
WithAmmoNVSingleShotgunNPC [LVLI:0012D515]
WithAmmoNVSingleShotgunRaider [LVLI:10007AB6]
WithAmmoNVSingleShotgunRegulator [LVLI:1000AC50]
WithAmmoNVTrailCarbineLoot [LVLI:000CE976]
WithAmmoNVTrailCarbineNPC [LVLI:1000919E]
WithAmmoNVTrailCarbineRegulator [LVLI:1000AC4D]
WithAmmoNVVarmintRifleLoot [LVLI:000E3953]
WithAmmoNVVarmintRifleNPC [LVLI:100091AA]
WithAmmoNVVarmintRifleRaider [LVLI:10007AB7]
WithAmmoNVVarmintRifleRegulator [LVLI:1000AC4F]
WithAmmoNVVarmintRifleTalon [LVLI:1001CC05]
WithAmmoPlasmaPistolBoS [LVLI:1001CA43]
WithAmmoPlasmaPistolEnclave [LVLI:0007D421]
WithAmmoPlasmaPistolEnclave0 [LVLI:1001CBD9]
WithAmmoPlasmaPistolLoot [LVLI:000302AF]
WithAmmoPlasmaPistolNPC [LVLI:10009178]
WithAmmoPlasmaPistolOutcast [LVLI:1001CA74]
WithAmmoPlasmaPistolTalon [LVLI:1001CBF0]
WithAmmoPlasmaRifleBoS [LVLI:1001CA40]
WithAmmoPlasmaRifleEnclave [LVLI:0002F705]
WithAmmoPlasmaRifleEnclave0 [LVLI:1001CBE5]
WithAmmoPlasmaRifleEnclave2 [LVLI:1001CBE4]
WithAmmoPlasmaRifleLoot [LVLI:000302B2]
WithAmmoPlasmaRifleNPC [LVLI:0002937C]
WithAmmoPlasmaRifleOutcast [LVLI:1001CA70]
WithAmmoPlasmaRifleTalon [LVLI:1001CBF1]
WithAmmoScoped44MagnumChineseGhoul [LVLI:000B301F]
WithAmmoScoped44MagnumLoot [LVLI:000302B3]
WithAmmoScoped44MagnumNPC [LVLI:00029380]
WithAmmoScoped44MagnumRegulator [LVLI:1000AC53]
WithAmmoScoped44MagnumTalon [LVLI:1000806F]
WithAmmoShotgunCombatBoS [LVLI:1001CC42]
WithAmmoShotgunCombatLoot [LVLI:060302B4]
WithAmmoShotgunCombatNPC [LVLI:0602936D]
WithAmmoShotgunCombatOutcast [LVLI:1001CC44]
WithAmmoShotgunCombatRaider [LVLI:10007AB9]
WithAmmoShotgunCombatTalon [LVLI:06044479]
WithAmmoShotgunSawedOffLoot [LVLI:000302B5]
WithAmmoShotgunSawedOffLootDC [LVLI:060302B5]
WithAmmoShotgunSawedOffNPC [LVLI:0002937D]
WithAmmoShotgunSawedOffNPCDC [LVLI:0602937D]
WithAmmoShotgunSawedOffRaider [LVLI:0002F6F2]
WithAmmoShotgunSawedOffRaiderDC [LVLI:0602F6F2]
WithAmmoSniperRifleBoS [LVLI:1001CA45]
WithAmmoSniperRifleChineseGhoul [LVLI:000B303E]
WithAmmoSniperRifleLoot [LVLI:000302B6]
WithAmmoSniperRifleNPC [LVLI:00029382]
WithAmmoSniperRifleOutcast [LVLI:1001CA6D]
WithAmmoSniperRifleRaider [LVLI:10007AA5]
WithAmmoSniperRifleTalon [LVLI:0607F4E7]
WithAmmoTeslaCannonBoS [LVLI:10009172]
WithAmmoTeslaCannonEnclave [LVLI:1001CC0E]
WithAmmoTeslaCannonLoot [LVLI:0015C641]
WithAmmoTeslaCannonOutcast [LVLI:1001CBEA]
WithAmmoTriBeamLaserRifleBoS [LVLI:1001CA46]
WithAmmoTriBeamLaserRifleEnclave [LVLI:1001CA79]
WithAmmoTriBeamLaserRifleLoot [LVLI:00130C3A]
WithAmmoTriBeamLaserRifleLootSpecial [LVLI:0400DBDB]
WithAmmoTriBeamLaserRifleOutcast [LVLI:1001CA6E]
WithAmmoTriBeamLaserRifleSupermutant [LVLI:0900104E]
WithAmmoTriBeamLaserRifleTalon [LVLI:1001CBFD]
WeapPreordGrenadeRifle "Mercenary's Grenade Rifle" [WEAP:001735E4]
WeapPreordCaravanShotgun "Sturdy Caravan Shotgun" [WEAP:001735E3]
WeapPreord10mmPistol "Weathered 10mm Pistol" [WEAP:001735D4]
WeapShotgunSawedOffUnique "Big Boomer" [WEAP:001673CD]
WeapNVMinigunUnique "CZ57 Avenger" [WEAP:001629B6]
WeapNVMissileLauncherUnique "Annabelle" [WEAP:00162019]
WeapNVGrenadeMachinegunUnique "Mercy" [WEAP:0015FFF4]
WeapNVGaussRifleUnique "YCS/186" [WEAP:0015B38D]
WeapNVTeslaCannonUnique "Tesla-Beaton Prototype" [WEAP:0015A47F]
WeapNVGaussRifle "Gauss Rifle" [WEAP:0015837B]
WeapLaserRifleUnique "AER14 Prototype" [WEAP:001479B3]
WeapNVGrenadeRifleUnique "Thump-Thump" [WEAP:001429E2]
WeapNVSniperRifleUnique "Gobi Campaign Scout Rifle" [WEAP:001429E1]
WeapNV127mmSubmachineGun "12.7mm Submachine Gun" [WEAP:001429D1]
WeapNVThatGun "That Gun" [WEAP:00133058]
WeapNVRangerSequoia "Ranger Sequoia" [WEAP:00129A44]
WeapNV44RevolverUnique "Mysterious Magnum" [WEAP:00127C6C]
VFSWeapLaserRifleVanGraff "Van Graff Laser Rifle" [WEAP:001251CD]
VFSWeapPlasmaRifleVanGraff "Van Graff Plasma Rifle" [WEAP:001251CC]
WeapNVMultiPlasRifle "Multiplas Rifle" [WEAP:00121168]
WeapNVBrushGun "Brush Gun" [WEAP:00121148]
WeapNVMarksmanCarbineUnique "All-American" [WEAP:00106FEB]
WeapNVMarksmanCarbine "Marksman Carbine" [WEAP:00106FEA]
WeapMissileLauncherBroken "Broken Missile Launcher" [WEAP:001056D2]
WeapNVLaserPistolUnique "Pew Pew" [WEAP:00103B1D]
WeapNVGrenadeRifle "Grenade Rifle" [WEAP:000FF576]
WeapNVCowboyRepeaterUnique "La Longue Carabine" [WEAP:000F56F5]
WeapNVHuntingShotgunUnique "Dinner Bell" [WEAP:000F0B12]
WeapNVBattleRifleUnique "This Machine" [WEAP:000F062B]
WeapNVServiceRifle "Service Rifle" [WEAP:000E9C3B]
WeapNV9mmPistolUnique "Maria" [WEAP:000E7655]
WeapNVPlasmaRifleUnique "Q-35 Matter Modulator" [WEAP:000E6064]
WeapNVVarmintRifleUnique "Ratslayer" [WEAP:000E5B17]
WeapNVSingleShotgun "Single Shotgun" [WEAP:000E393B]
WeapNVSilenced22Pistol "Silenced .22 Pistol" [WEAP:000E377A]
WeapNV9mmPistol "9mm Pistol" [WEAP:000E3778]
WeapNV9mmSubmachineGunUnique "Vance's 9mm Submachine Gun" [WEAP:000E32F4]
WeapNV357RevolverUnique "Lucky" [WEAP:000E2C86]
WeapHeavyIncinerator "Heavy Incinerator" [WEAP:000E2BFC]
WeapNVTriBeamLaserRifle "Tri-beam Laser Rifle" [WEAP:000E2BF4]
WeapTeslaCannon "Tesla Cannon" [WEAP:000E2BEC]
WeapNVCaravanShotgun "Caravan Shotgun" [WEAP:000CD53A]
WeapNVTrailCarbine "Trail Carbine" [WEAP:000CD539]
WeapNVPulseGun "Pulse Gun" [WEAP:00090A6B]
WeapNVGrenadeMachinegun "Grenade Machinegun" [WEAP:00090A6A]
WeapNVLaserRCW "Laser RCW" [WEAP:0009073B]
WeapNVPlasmaDefender "Plasma Defender" [WEAP:00090727]
WeapNVLightMachineGun "Light Machine Gun" [WEAP:000906DF]
WeapNVIncinerator "Incinerator" [WEAP:000906DA]
WeapNVPlasmaCaster "Plasma Caster" [WEAP:000906CF]
WeapNVAssaultCarbine "Assault Carbine" [WEAP:0008F21E]
WeapNVAntiMaterielRifle "Anti-Materiel Rifle" [WEAP:0008F21C]
WeapNVCowboyRepeater "Cowboy Repeater" [WEAP:0008F21A]
WeapNVSilenced22SMG "Silenced .22 SMG" [WEAP:0008F218]
WeapNV9mmSubmachineGun "9mm Submachine Gun" [WEAP:0008F217]
WeapNV357Revolver ".357 Magnum Revolver" [WEAP:0008F216]
WeapNV44Revolver ".44 Magnum Revolver" [WEAP:0008F215]
WeapNVHuntingRevolver "Hunting Revolver" [WEAP:0008F214]
WeapNV127mmPistol "12.7mm Pistol" [WEAP:0008F213]
WeapNVLeverActionShotgun "Lever-Action Shotgun" [WEAP:0008ED0C]
WeapNVHuntingShotgun "Hunting Shotgun" [WEAP:0008ED0B]
WeapNVRiotShotgun "Riot Shotgun" [WEAP:0008ED0A]
WeapNVGrenadeLauncher "Grenade Launcher" [WEAP:0007EA25]
WeapNVVarmintRifle "Varmint Rifle" [WEAP:0007EA24]
WeapSniperRifle "Sniper Rifle" [WEAP:00004353]
Weap10mmPistol "10mm Pistol" [WEAP:0000434F]
WeapShotgunSawedOff "Sawed-Off Shotgun" [WEAP:0000434C]
WeapPlasmaRifle "Plasma Rifle" [WEAP:00004344]
WeapPlasmaPistol "Plasma Pistol" [WEAP:00004343]
WeapMissileLauncher "Missile Launcher" [WEAP:00004340]
WeapMinigun "Minigun" [WEAP:0000433F]
WeapLaserRifle "Laser Rifle" [WEAP:00004336]
WeapLaserPistol "Laser Pistol" [WEAP:00004335]
WeapHuntingRifle "Hunting Rifle" [WEAP:00004333]
WeapGatlingLaser "Gatling Laser" [WEAP:0000432E]
WeapFlamer "Flamer" [WEAP:0000432D]
WeapFatman "Fat Man" [WEAP:0000432C]
WeapAlienBlaster "Alien Blaster" [WEAP:00004322]
Weap10mmSubmachineGun "10mm Submachine Gun" [WEAP:00004321]
NVDLC01WeapPolicePistol "Police Pistol" [WEAP:0100BBC2]
NVDLC01WeapAutomaticRifle "Automatic Rifle" [WEAP:0100A7A9]
NVDLC01WeapHolorifle "Holorifle" [WEAP:010092EF]
WeapNVDLC01Faderator "The Faderator" [WEAP:01000800]
